vessel_id,timestamp,lat,lon,speed,course,vessel_type,acceleration,heading_rate,distance_to_shipping_lane_nm,distance_to_port_nm,time_since_last_ais_sec,is_anomaly
Vessel_4,2025-04-01 01:10:00,26.81876534245052,-86.33711931064144,16.82,19.4,Cargo,0.31,4.6,2.36,11.83,70,0
Vessel_4,2025-04-01 01:15:00,26.814745442903288,-86.3395068243651,16.6,10.9,Cargo,-1.03,0.9,2.69,44.17,150,0
Vessel_4,2025-04-01 01:20:00,26.83087275131291,-86.34470144269007,16.12,9.6,Cargo,-0.67,-1.2,2.31,27.54,3600,1
Vessel_4,2025-04-01 01:25:00,26.818701223586565,-86.33782185855917,17.64,17.2,Cargo,0.04,-0.9,1.37,25.78,136,0
Vessel_4,2025-04-01 01:30:00,26.823978389261185,-86.33350733483016,16.9,16.2,Cargo,-0.09,1.5,4.77,38.86,112,0
Vessel_4,2025-04-01 01:35:00,26.82071656108091,-86.33937077657839,16.24,10.1,Cargo,0.29,2.2,2.09,40.05,248,0
Vessel_4,2025-04-01 01:40:00,26.796657642231843,-86.3086051789009,17.05,130.9,Cargo,-0.05,0.0,4.71,36.74,50,1
Vessel_4,2025-04-01 01:45:00,26.8187106979987,-86.33995192016408,16.99,15.8,Cargo,0.19,1.3,0.06,26.88,267,0
Vessel_4,2025-04-01 01:50:00,26.822229647818904,-86.33115959917916,19.46,9.6,Cargo,-0.98,1.5,1.94,44.07,293,0
Vessel_4,2025-04-01 01:55:00,26.81588094972838,-86.34293541050597,16.87,8.0,Cargo,0.13,2.1,4.29,46.67,204,0
Vessel_4,2025-04-01 02:00:00,26.82342184556154,-86.33141564183906,17.58,3.3,Cargo,0.65,-3.3,2.56,16.63,176,0
Vessel_4,2025-04-01 02:05:00,26.820647749428165,-86.3301921155059,16.63,14.2,Cargo,-1.17,0.7,3.03,24.58,73,0
Vessel_4,2025-04-01 02:10:00,26.81600165917593,-86.3368989783044,16.76,13.4,Cargo,-0.4,0.8,4.82,25.37,76,0
Vessel_4,2025-04-01 02:15:00,26.76976352539269,-86.34640848316688,15.69,10.2,Cargo,-0.05,0.5,0.12,40.25,3600,1
Vessel_4,2025-04-01 02:20:00,26.809668717329117,-86.34313372432173,17.96,13.9,Cargo,-0.05,0.9,4.9,29.12,77,0
Vessel_4,2025-04-01 02:25:00,26.82161401782475,-86.33190098078072,16.27,8.6,Cargo,-0.22,2.0,0.29,23.7,259,0
Vessel_4,2025-04-01 02:30:00,26.81743444586192,-86.34347281368298,16.85,14.5,Cargo,0.48,-3.6,4.08,18.29,120,0
Vessel_4,2025-04-01 02:35:00,26.82912249682121,-86.33860388798952,15.88,17.3,Cargo,0.53,-1.3,0.2,29.02,17,0
Vessel_4,2025-04-01 02:40:00,26.820437147233527,-86.33933037732733,17.04,14.4,Cargo,0.54,0.2,3.97,21.03,14,0
Vessel_4,2025-04-01 02:45:00,26.806763609490535,-86.32849514459112,17.16,11.9,Cargo,0.56,-0.1,2.61,32.51,111,0
Vessel_4,2025-04-01 02:50:00,26.81774077940648,-86.3303287785009,17.53,13.0,Cargo,0.68,-1.7,4.14,40.58,101,0
Vessel_4,2025-04-01 02:55:00,26.834798334610696,-86.33547784777504,17.95,11.0,Cargo,-0.07,2.0,3.67,40.5,296,0
Vessel_4,2025-04-01 03:00:00,26.827208365264006,-86.34307342649251,19.02,14.3,Cargo,0.54,1.0,4.79,10.35,295,0
Vessel_4,2025-04-01 03:05:00,26.81371865997605,-86.33362759966525,17.74,14.6,Cargo,0.36,1.0,4.69,42.88,241,0
Vessel_4,2025-04-01 03:10:00,26.811170931004156,-86.32941343817153,17.13,15.4,Cargo,-0.11,-1.7,2.04,12.64,269,0
Vessel_4,2025-04-01 03:15:00,26.814852125926546,-86.33853548822665,16.89,11.3,Cargo,0.02,1.2,3.97,38.28,171,0
Vessel_4,2025-04-01 03:20:00,26.867894093352653,-86.34302081056929,17.77,121.0,Cargo,0.35,-0.6,1.41,42.14,299,1
Vessel_4,2025-04-01 03:25:00,26.820740114671956,-86.32566642600996,17.42,15.2,Cargo,-0.62,0.1,0.94,38.79,223,0
Vessel_4,2025-04-01 03:30:00,26.82533839572399,-86.35802112124557,15.48,18.5,Cargo,-0.09,4.1,4.02,32.1,62,0
Vessel_4,2025-04-01 03:35:00,26.803251570998654,-86.3427983594232,18.59,14.0,Cargo,-0.25,-0.1,0.27,39.95,136,0
Vessel_4,2025-04-01 03:40:00,26.819831301798658,-86.32956296176675,16.38,12.0,Cargo,-0.0,-0.7,4.65,43.07,166,0
Vessel_4,2025-04-01 03:45:00,26.81982820297174,-86.33783501151906,15.92,17.4,Cargo,0.09,1.7,1.89,48.56,207,0
Vessel_4,2025-04-01 03:50:00,26.842488833118107,-86.37437840985648,17.43,105.8,Cargo,0.1,0.1,3.52,10.17,226,1
Vessel_4,2025-04-01 03:55:00,26.82425387258855,-86.32550731278644,16.87,13.0,Cargo,-0.31,-0.6,2.49,25.4,110,0
Vessel_4,2025-04-01 04:00:00,26.820576828426518,-86.34955433906268,15.79,11.7,Cargo,0.64,1.3,4.25,18.48,109,0
Vessel_4,2025-04-01 04:05:00,26.80323878787374,-86.32880850784719,17.82,11.6,Cargo,0.34,-2.1,4.65,15.03,225,0
Vessel_4,2025-04-01 04:10:00,26.819600314147856,-86.33993137121364,16.44,21.8,Cargo,-0.4,0.3,0.56,30.63,58,0
Vessel_4,2025-04-01 04:15:00,26.82641121684355,-86.36140468580032,15.26,6.3,Cargo,-0.11,-5.3,1.33,38.99,191,0
Vessel_4,2025-04-01 04:20:00,26.809460612834556,-86.34430395721064,16.68,9.6,Cargo,-0.13,3.1,4.88,15.02,101,0
Vessel_4,2025-04-01 04:25:00,26.75453324438871,-86.40467805219207,15.26,5.3,Cargo,-0.42,1.5,0.91,27.42,3600,1
Vessel_4,2025-04-01 04:30:00,26.82230818790992,-86.32852384166301,18.56,21.2,Cargo,0.3,4.0,4.49,41.33,169,0
Vessel_4,2025-04-01 04:35:00,26.810291146868252,-86.34559085733524,14.51,7.3,Cargo,-0.2,-0.4,3.74,28.95,214,0
Vessel_4,2025-04-01 04:40:00,26.842712318013454,-86.37390315384202,18.91,160.0,Cargo,-0.3,0.7,0.38,24.63,297,1
Vessel_4,2025-04-01 04:45:00,26.831463322819843,-86.31880566266895,15.79,6.5,Cargo,0.12,1.0,4.74,23.49,58,0
Vessel_4,2025-04-01 04:50:00,26.831387427926,-86.33687979210993,15.77,8.5,Cargo,0.03,2.2,0.67,48.32,257,0
Vessel_4,2025-04-01 04:55:00,26.82111620804829,-86.32689379205976,17.56,12.0,Cargo,-0.81,-1.1,2.73,17.21,219,0
Vessel_5,2025-04-01 00:00:00,26.04592732703964,-89.75010485670161,2.38,158.2,Fishing,0.29,-3.2,0.07,43.18,163,0
Vessel_5,2025-04-01 00:05:00,26.045902986248755,-89.75012330354254,1.63,167.2,Fishing,-0.5,1.1,3.87,22.4,17,0
Vessel_5,2025-04-01 00:10:00,26.046349193564456,-89.74991947947267,3.4,167.8,Fishing,-0.11,0.6,1.14,35.37,165,0
Vessel_5,2025-04-01 00:15:00,26.04608685397743,-89.75036688854324,3.54,164.8,Fishing,-0.23,-0.9,0.0,46.06,150,0
Vessel_5,2025-04-01 00:20:00,26.04568138828396,-89.75017250710093,2.93,177.9,Fishing,-0.73,4.5,3.11,49.7,215,0
Vessel_5,2025-04-01 00:25:00,26.04667341515918,-89.7511903127785,2.32,151.2,Fishing,0.81,-1.6,2.91,27.46,77,0
Vessel_5,2025-04-01 00:30:00,26.044330950688753,-89.75033180117055,3.7,168.5,Fishing,0.05,-1.8,4.12,45.56,141,0
Vessel_5,2025-04-01 00:35:00,26.043652276682693,-89.74997580538812,3.92,157.1,Fishing,-0.4,1.5,4.4,28.4,280,0
Vessel_5,2025-04-01 00:40:00,26.053589148268934,-89.75772228715553,2.68,158.0,Fishing,0.21,0.2,3.47,40.84,3600,1
Vessel_5,2025-04-01 00:45:00,26.045050315624234,-89.7513211312441,4.05,157.9,Fishing,-0.04,0.7,1.0,18.14,147,0
Vessel_5,2025-04-01 00:50:00,26.034439386688053,-89.74156760997904,3.03,163.8,Fishing,0.12,-1.1,21.24,40.36,248,1
Vessel_5,2025-04-01 00:55:00,26.0442748497144,-89.75268253038936,3.73,158.6,Fishing,-0.41,1.4,0.39,31.78,281,0
Vessel_5,2025-04-01 01:00:00,26.046180069409747,-89.75391717159862,3.14,162.8,Fishing,-0.28,1.1,0.65,32.4,162,0
Vessel_5,2025-04-01 01:05:00,26.047093721108265,-89.75102735581208,3.79,156.2,Fishing,0.27,-0.1,4.6,37.78,207,0
Vessel_5,2025-04-01 01:10:00,26.047439394888166,-89.75374238330565,2.62,158.3,Fishing,0.34,-1.1,4.28,38.05,254,0
Vessel_5,2025-04-01 01:15:00,26.045702699225018,-89.74874230720005,1.77,163.6,Fishing,0.04,-4.8,4.53,10.64,137,0
Vessel_5,2025-04-01 01:20:00,26.047089308932986,-89.7496833530551,2.46,161.7,Fishing,-0.16,2.2,0.26,30.19,177,0
Vessel_5,2025-04-01 01:25:00,26.050642304464485,-89.75349258844479,2.1,159.2,Fishing,0.13,0.5,0.79,22.39,98,0
Vessel_5,2025-04-01 01:30:00,26.04870686827995,-89.74610317353594,2.71,162.3,Fishing,0.4,-1.3,4.91,35.12,281,0
Vessel_5,2025-04-01 01:35:00,26.045015711154733,-89.75149756071255,4.93,158.4,Fishing,-0.21,-0.1,2.15,45.12,106,0
Vessel_5,2025-04-01 01:40:00,26.043470380565445,-89.75214619663444,1.71,156.8,Fishing,-0.64,-0.5,1.91,49.28,56,0
Vessel_5,2025-04-01 01:45:00,26.048705302732788,-89.74832206970576,3.21,157.6,Fishing,0.17,1.3,0.06,28.0,66,0
Vessel_5,2025-04-01 01:50:00,26.047593458470345,-89.74860389652248,2.83,161.0,Fishing,-0.47,0.1,2.6,12.96,228,0
Vessel_5,2025-04-01 01:55:00,26.055637341169952,-89.75386490503261,1.71,168.9,Fishing,0.06,1.6,0.38,48.06,228,0
Vessel_5,2025-04-01 02:00:00,26.051916559843203,-89.74439328199486,3.43,161.4,Fishing,-0.41,3.0,2.92,31.03,57,0
Vessel_5,2025-04-01 02:05:00,26.048462733333437,-89.74711619816104,4.01,159.7,Fishing,-0.5,-2.6,0.25,35.1,34,0
Vessel_5,2025-04-01 02:10:00,26.05351468425761,-89.7544281339314,4.29,160.7,Fishing,0.36,1.5,0.51,10.33,175,0
Vessel_5,2025-04-01 02:15:00,26.05038798176542,-89.7524633835827,3.69,161.5,Fishing,-0.18,-0.3,2.19,49.85,82,0
Vessel_5,2025-04-01 02:20:00,26.049567111810102,-89.74417176573264,1.39,170.2,Fishing,0.27,-1.9,3.69,10.55,120,0
Vessel_5,2025-04-01 02:25:00,26.04418266782878,-89.74073799115193,3.51,156.9,Fishing,-0.44,3.4,4.76,43.54,103,0
Vessel_5,2025-04-01 02:30:00,26.05001536405875,-89.74917883657922,3.99,153.4,Fishing,0.1,2.8,3.85,27.1,188,0
Vessel_5,2025-04-01 02:35:00,26.054375552604643,-89.74805797248372,4.71,157.4,Fishing,0.54,-0.8,2.14,27.7,239,0
Vessel_5,2025-04-01 02:40:00,26.045636695244873,-89.74994237081015,3.89,157.6,Fishing,0.43,-0.8,2.35,11.13,70,0
Vessel_5,2025-04-01 02:45:00,26.04491265906228,-89.74028585826626,1.07,165.3,Fishing,-0.5,-0.1,3.73,38.82,30,0
Vessel_5,2025-04-01 02:50:00,26.032424824376122,-89.7442740369152,3.08,167.2,Fishing,-0.12,3.7,4.36,43.12,61,0
Vessel_5,2025-04-01 02:55:00,26.056070538658595,-89.7564093865292,2.13,163.2,Fishing,0.3,-2.8,4.52,13.11,222,0
Vessel_5,2025-04-01 03:00:00,26.047495716572126,-89.75377583817351,2.23,161.9,Fishing,-1.08,0.6,1.48,28.37,223,0
Vessel_5,2025-04-01 03:05:00,26.042843727797905,-89.7455200648075,0.92,156.6,Fishing,0.74,-5.5,3.95,21.87,143,0
Vessel_5,2025-04-01 03:10:00,26.048577374472995,-89.74772196815026,3.41,155.5,Fishing,-0.89,1.1,1.11,30.77,124,0
Vessel_5,2025-04-01 03:15:00,26.062217180668025,-89.76247552653707,2.11,153.5,Fishing,-0.28,2.0,3.39,26.47,28,0
Vessel_5,2025-04-01 03:20:00,26.057003106545082,-89.7504424678561,1.11,157.3,Fishing,-0.53,4.5,4.9,30.49,137,0
Vessel_5,2025-04-01 03:25:00,26.056868999712425,-89.74667016577285,4.93,164.1,Fishing,0.55,1.1,4.43,18.88,216,0
Vessel_5,2025-04-01 03:30:00,26.052821705193082,-89.7411662975616,3.86,162.1,Fishing,0.29,2.1,3.96,28.05,127,0
Vessel_5,2025-04-01 03:35:00,26.04199453280589,-89.75047313778089,2.9,156.4,Fishing,-0.03,2.5,0.21,29.17,233,0
Vessel_5,2025-04-01 03:40:00,26.04622768847694,-89.74318330446415,3.05,163.7,Fishing,0.23,0.7,4.99,32.36,29,0
Vessel_5,2025-04-01 03:45:00,26.044266598820737,-89.75554755868245,0.08,157.2,Fishing,-0.59,-1.2,1.75,47.17,131,0
Vessel_5,2025-04-01 03:50:00,26.033149524741248,-89.74914861942744,0.79,162.0,Fishing,0.15,2.9,2.92,41.28,210,0
Vessel_5,2025-04-01 03:55:00,26.037833100684008,-89.73691317898243,2.42,160.8,Fishing,0.71,0.8,3.31,23.88,80,0
Vessel_5,2025-04-01 04:00:00,26.065029494440378,-89.7450180020163,3.69,158.0,Fishing,-0.34,-2.5,3.16,16.26,254,0
Vessel_5,2025-04-01 04:05:00,26.03604838336394,-89.75753409290314,3.41,155.5,Fishing,0.47,-1.3,4.34,38.97,103,0
Vessel_5,2025-04-01 04:10:00,26.03510985216665,-89.74444798590491,2.31,170.8,Fishing,0.71,-0.3,3.46,20.56,71,0
Vessel_5,2025-04-01 04:15:00,26.03970973518551,-89.76044067822471,2.93,153.3,Fishing,0.55,-1.6,0.32,41.07,287,0
Vessel_5,2025-04-01 04:20:00,26.053179382644327,-89.7567760278621,3.7,162.1,Fishing,-0.01,1.3,2.32,20.56,266,0
Vessel_5,2025-04-01 04:25:00,26.060984853278498,-89.74938415308125,3.45,165.3,Fishing,0.18,-0.7,4.5,49.85,264,0
Vessel_5,2025-04-01 04:30:00,26.047281272449904,-89.73756174979735,1.56,158.0,Fishing,0.32,-1.4,4.29,49.91,70,0
Vessel_5,2025-04-01 04:35:00,26.0393540720462,-89.77003728461403,2.18,159.9,Fishing,-0.25,2.4,0.07,40.57,95,0
Vessel_5,2025-04-01 04:40:00,26.057392873956037,-89.74731260043042,3.64,162.3,Fishing,0.55,4.0,0.35,35.53,34,0
Vessel_5,2025-04-01 04:45:00,26.06728998563938,-89.75368908523332,4.04,156.2,Fishing,0.2,3.3,3.09,35.32,192,0
Vessel_5,2025-04-01 04:50:00,26.05897298282938,-89.75002933563472,3.95,158.9,Fishing,-1.46,-0.2,2.27,36.99,297,0
Vessel_5,2025-04-01 04:55:00,26.03086140620449,-89.73697208764517,3.71,163.2,Fishing,-0.08,0.0,1.38,16.25,191,0
Vessel_6,2025-04-01 00:00:00,25.21171139386192,-87.10136921451388,25.22,72.6,Passenger,-0.63,3.8,2.01,16.15,99,0
Vessel_6,2025-04-01 00:05:00,25.21202599780696,-87.1014623756277,24.86,75.4,Passenger,-0.1,3.5,0.33,19.23,17,0
Vessel_6,2025-04-01 00:10:00,25.21236887006002,-87.10119250411525,23.99,66.6,Passenger,0.32,1.7,3.69,21.46,164,0
Vessel_6,2025-04-01 00:15:00,25.211984238409205,-87.10167907230021,24.14,74.8,Passenger,0.41,-0.1,1.98,36.77,128,0
Vessel_6,2025-04-01 00:20:00,25.212805212106943,-87.10144603643813,23.94,76.0,Passenger,-0.92,-0.8,1.34,14.04,59,0
Vessel_6,2025-04-01 00:25:00,25.212763288919184,-87.10238414932019,22.87,65.0,Passenger,-0.23,-1.2,4.13,24.62,69,0
Vessel_6,2025-04-01 00:30:00,25.210250518519132,-87.10221587942401,23.38,77.8,Passenger,0.75,-0.2,0.87,45.02,121,0
Vessel_6,2025-04-01 00:35:00,25.213087758548085,-87.10297313651351,25.15,73.3,Passenger,0.09,-2.0,2.87,36.69,98,0
Vessel_6,2025-04-01 00:40:00,25.21193030878939,-87.10326419078957,23.63,71.4,Passenger,0.4,2.4,2.35,36.24,91,0
Vessel_6,2025-04-01 00:45:00,25.211239261039978,-87.10069694837597,23.64,79.0,Passenger,0.65,0.4,3.81,15.04,196,0
Vessel_6,2025-04-01 00:50:00,25.211393303441117,-87.10077796553638,23.43,83.0,Passenger,0.81,4.4,3.71,21.18,290,0
Vessel_6,2025-04-01 00:55:00,25.214292065436336,-87.09950555421213,22.62,72.4,Passenger,0.11,-0.1,4.64,48.8,105,0
Vessel_6,2025-04-01 01:00:00,25.21457972789352,-87.1010903991121,23.94,71.7,Passenger,-0.5,-1.1,2.87,23.51,296,0
Vessel_6,2025-04-01 01:05:00,25.21308394074917,-87.09786096935022,23.29,85.9,Passenger,1.13,3.0,1.88,19.28,285,0
Vessel_6,2025-04-01 01:10:00,25.20951753174634,-87.09940569894819,25.8,66.6,Passenger,0.12,-2.0,4.54,28.72,120,0
Vessel_6,2025-04-01 01:15:00,25.210212203333462,-87.10294795808343,24.32,70.5,Passenger,0.23,-5.5,2.38,36.98,103,0
Vessel_6,2025-04-01 01:20:00,25.208104682016007,-87.09645925120687,25.53,74.2,Passenger,-0.2,1.4,0.25,11.4,62,0
Vessel_6,2025-04-01 01:25:00,25.21068630282595,-87.10052200703005,23.96,79.5,Passenger,-0.11,-3.1,4.61,37.82,81,0
Vessel_6,2025-04-01 01:30:00,25.206572992939662,-87.10064193914071,23.24,83.1,Passenger,0.43,0.6,1.94,12.65,65,0
Vessel_6,2025-04-01 01:35:00,25.214330439454653,-87.09176653331869,24.35,81.2,Passenger,0.1,1.4,1.17,23.8,3600,1
Vessel_6,2025-04-01 01:40:00,25.21553259609487,-87.09786502734376,22.68,77.8,Passenger,-0.23,-1.8,1.56,23.6,92,0
Vessel_6,2025-04-01 01:45:00,25.216535109552442,-87.13052540747009,25.61,73.6,Passenger,-0.11,-1.0,4.92,47.56,3600,1
Vessel_6,2025-04-01 01:50:00,25.21124835120236,-87.10714912115662,23.5,69.1,Passenger,-0.63,1.7,4.52,42.7,220,0
Vessel_6,2025-04-01 01:55:00,25.20456490956221,-87.10261195047885,24.99,76.7,Passenger,-0.56,-3.4,0.54,27.6,192,0
Vessel_6,2025-04-01 02:00:00,25.21293564993659,-87.101640605285,24.73,74.2,Passenger,0.31,0.5,2.46,22.0,262,0
Vessel_6,2025-04-01 02:05:00,25.206668073856083,-87.1027557947967,22.84,67.5,Passenger,-0.12,0.2,4.66,42.84,100,0
Vessel_6,2025-04-01 02:10:00,25.206719153126464,-87.10200730096858,24.85,77.2,Passenger,0.14,-3.3,0.38,24.46,246,0
Vessel_6,2025-04-01 02:15:00,25.20568858390394,-87.08993898190145,24.23,75.1,Passenger,1.04,-3.5,3.69,0.06,11,1
Vessel_6,2025-04-01 02:20:00,25.222282444743023,-87.09825251701649,24.72,64.0,Passenger,-0.43,-0.8,2.89,24.37,258,0
Vessel_6,2025-04-01 02:25:00,25.203608108388263,-87.10475409060669,22.8,73.0,Passenger,0.66,-2.6,0.78,43.38,99,0
Vessel_6,2025-04-01 02:30:00,25.21011711083625,-87.09240370703634,25.18,74.2,Passenger,0.42,-0.6,2.3,22.13,278,0
Vessel_6,2025-04-01 02:35:00,25.208525594437493,-87.1084826107133,24.57,75.2,Passenger,0.98,-0.1,4.86,32.49,251,0
Vessel_6,2025-04-01 02:40:00,25.205906541648268,-87.10021829560483,23.83,72.8,Passenger,-0.35,0.5,3.41,47.61,109,0
Vessel_6,2025-04-01 02:45:00,25.20704872277612,-87.04411630751126,24.63,78.1,Passenger,-0.43,-1.1,0.53,0.71,59,1
Vessel_6,2025-04-01 02:50:00,25.2097240583969,-87.10032812096193,24.34,71.6,Passenger,-0.17,-2.4,1.59,48.75,255,0
Vessel_6,2025-04-01 02:55:00,25.207237529204615,-87.11199197443798,25.16,78.0,Passenger,-0.25,-0.1,3.76,31.25,295,0
Vessel_6,2025-04-01 03:00:00,25.213684390801156,-87.10027569572466,23.14,81.6,Passenger,-0.25,-0.6,1.19,14.3,131,0
Vessel_6,2025-04-01 03:05:00,25.199777696852422,-87.09767357260183,25.39,59.3,Passenger,0.01,0.6,1.63,11.57,15,0
Vessel_6,2025-04-01 03:10:00,25.22143532734252,-87.09345210706704,23.86,73.0,Passenger,0.21,-1.7,0.66,25.29,31,0
Vessel_6,2025-04-01 03:15:00,25.201050886340752,-87.10888433930822,24.72,80.9,Passenger,-0.12,-4.7,3.11,18.91,211,0
Vessel_6,2025-04-01 03:20:00,25.20900344214758,-87.08940039664648,23.51,62.3,Passenger,0.63,-0.7,3.62,37.62,215,0
Vessel_6,2025-04-01 03:25:00,25.211198442156814,-87.11021321850848,23.66,71.2,Passenger,-0.48,-0.1,1.39,11.44,73,0
Vessel_6,2025-04-01 03:30:00,25.220490524068346,-87.0944534151162,23.24,71.6,Passenger,-0.69,-1.4,1.99,48.95,197,0
Vessel_6,2025-04-01 03:35:00,25.20940968048019,-87.09408698584701,23.09,78.3,Passenger,-0.51,0.9,2.05,16.53,21,0
Vessel_6,2025-04-01 03:40:00,25.219255904598853,-87.1095718066827,22.01,67.8,Passenger,-0.43,-2.9,0.26,29.7,80,0
Vessel_6,2025-04-01 03:45:00,25.212696070108414,-87.08941144705965,22.92,68.3,Passenger,-0.82,-2.5,4.55,31.9,36,0
Vessel_6,2025-04-01 03:50:00,25.21089146107021,-87.09848256801945,24.45,68.3,Passenger,-0.87,-0.2,3.49,17.74,284,0
Vessel_6,2025-04-01 03:55:00,25.217445611657894,-87.10577914334563,25.35,76.1,Passenger,-0.16,-0.6,4.38,41.62,79,0
Vessel_6,2025-04-01 04:00:00,25.208123090452084,-87.10938795728755,22.71,68.7,Passenger,0.06,0.3,0.15,27.78,299,0
Vessel_6,2025-04-01 04:05:00,25.212851755685303,-87.11787928131494,24.21,79.7,Passenger,-0.35,4.5,1.65,32.57,203,0
Vessel_6,2025-04-01 04:10:00,25.214665666727566,-87.09473473722237,22.07,78.1,Passenger,0.27,2.9,4.33,14.11,115,0
Vessel_6,2025-04-01 04:15:00,25.22893350385053,-87.08481193002193,23.41,71.2,Passenger,0.45,1.8,2.15,21.04,191,0
Vessel_6,2025-04-01 04:20:00,25.19802218543475,-87.10977468596526,25.06,77.1,Passenger,-0.52,1.2,0.65,34.24,255,0
Vessel_6,2025-04-01 04:25:00,25.217366335676257,-87.1047269246368,24.85,72.1,Passenger,-1.06,-0.4,4.21,29.31,235,0
Vessel_6,2025-04-01 04:30:00,25.210337007246974,-87.10590908870557,24.12,79.5,Passenger,0.46,4.6,4.45,33.08,24,0
Vessel_6,2025-04-01 04:35:00,25.202935442630206,-87.09445701211747,25.4,69.6,Passenger,0.0,0.4,0.72,38.59,159,0
Vessel_6,2025-04-01 04:40:00,25.21341866325091,-87.08812819338978,23.9,83.0,Passenger,0.12,0.2,2.91,20.15,27,0
Vessel_6,2025-04-01 04:45:00,25.210900937929082,-87.09415937039729,25.3,69.5,Passenger,-0.19,-1.1,2.78,23.71,96,0
Vessel_6,2025-04-01 04:50:00,25.201585045212656,-87.09114488717837,24.43,74.7,Passenger,0.32,-0.4,0.0,38.49,52,0
Vessel_6,2025-04-01 04:55:00,25.218249275561085,-87.1115373107429,24.86,79.4,Passenger,0.07,0.2,1.9,34.29,104,0
Vessel_7,2025-04-01 00:00:00,27.400236886550427,-89.30992256489974,22.29,145.7,Passenger,0.51,-1.6,4.98,33.31,3600,1
Vessel_7,2025-04-01 00:05:00,27.40004930143512,-89.30987923990466,20.62,134.6,Passenger,0.57,0.7,2.86,20.27,213,0
Vessel_7,2025-04-01 00:10:00,27.400529017352795,-89.30995479121906,21.23,141.0,Passenger,-0.09,2.2,0.98,15.02,52,0
Vessel_7,2025-04-01 00:15:00,27.40162891098364,-89.30980488602432,20.31,140.1,Passenger,-0.49,2.2,3.19,42.8,276,0
Vessel_7,2025-04-01 00:20:00,27.394135776412362,-89.31433711638473,21.35,137.0,Passenger,0.07,2.0,2.99,36.12,3600,1
Vessel_7,2025-04-01 00:25:00,27.40041238151839,-89.30929573124271,23.01,140.6,Passenger,0.35,0.6,2.27,26.49,16,0
Vessel_7,2025-04-01 00:30:00,27.400329474345888,-89.31063513858942,22.44,137.8,Passenger,-0.17,0.9,0.83,12.44,173,0
Vessel_7,2025-04-01 00:35:00,27.403342567426645,-89.31128210235396,22.09,141.9,Passenger,-0.02,-1.6,4.7,35.95,226,0
Vessel_7,2025-04-01 00:40:00,27.403128401180247,-89.31261481881033,20.01,140.0,Passenger,-0.6,2.9,0.81,37.02,10,0
Vessel_7,2025-04-01 00:45:00,27.41095182389952,-89.30825875394507,21.23,151.2,Passenger,0.7,0.2,23.65,23.82,198,1
Vessel_7,2025-04-01 00:50:00,27.400085555341775,-89.30597748054616,21.47,132.5,Passenger,-0.4,-0.1,2.62,22.76,26,0
Vessel_7,2025-04-01 00:55:00,27.3988013664415,-89.31043061628947,20.87,133.2,Passenger,0.01,2.1,1.39,47.64,99,0
Vessel_7,2025-04-01 01:00:00,27.399054232002644,-89.30360207384366,22.94,143.2,Passenger,-0.41,-0.2,3.36,29.25,39,0
Vessel_7,2025-04-01 01:05:00,27.397455158694818,-89.3132107496223,22.79,137.4,Passenger,0.42,-0.3,3.0,46.1,283,0
Vessel_7,2025-04-01 01:10:00,27.403620260439634,-89.30672646480942,23.79,138.9,Passenger,-0.72,0.7,1.09,47.42,31,0
Vessel_7,2025-04-01 01:15:00,27.399073486223827,-89.31081595709837,21.7,138.8,Passenger,-0.02,1.1,3.13,32.86,188,0
Vessel_7,2025-04-01 01:20:00,27.40532049272017,-89.30769727698117,21.08,141.1,Passenger,-0.31,0.3,3.13,10.49,280,0
Vessel_7,2025-04-01 01:25:00,27.405065488223585,-89.3110917643621,21.12,136.1,Passenger,0.41,-3.3,0.73,30.23,131,0
Vessel_7,2025-04-01 01:30:00,27.4497499011001,-89.30676740287892,22.83,145.6,Passenger,-0.67,-0.8,4.39,1.12,204,1
Vessel_7,2025-04-01 01:35:00,27.40069136754856,-89.30870975579738,22.39,137.9,Passenger,0.41,-3.3,4.64,13.65,27,0
Vessel_7,2025-04-01 01:40:00,27.398563002428357,-89.31180521034665,22.39,135.6,Passenger,0.25,-0.3,1.68,17.08,229,0
Vessel_7,2025-04-01 01:45:00,27.410544285063406,-89.33692189568292,23.71,140.6,Passenger,-0.02,0.3,4.82,14.59,3600,1
Vessel_7,2025-04-01 01:50:00,27.397308889245092,-89.30107644570754,21.73,135.7,Passenger,0.11,2.2,4.22,23.0,212,0
Vessel_7,2025-04-01 01:55:00,27.40688152899958,-89.31270401041022,21.27,151.9,Passenger,-0.09,1.4,1.86,30.88,196,0
Vessel_7,2025-04-01 02:00:00,27.347195859607464,-89.28342487027696,50.0,144.5,Passenger,0.08,0.0,0.7,26.63,108,1
Vessel_7,2025-04-01 02:05:00,27.399247197905503,-89.29958303320892,21.29,148.5,Passenger,-0.29,-2.3,4.69,23.99,167,0
Vessel_7,2025-04-01 02:10:00,27.399282752886837,-89.31860552569584,21.15,143.2,Passenger,-0.53,-1.4,1.65,39.79,143,0
Vessel_7,2025-04-01 02:15:00,27.40341937318827,-89.3113339239243,22.32,133.3,Passenger,-0.09,-2.1,3.0,30.55,101,0
Vessel_7,2025-04-01 02:20:00,27.400596222453924,-89.31193915823451,22.26,139.2,Passenger,0.5,-1.8,0.64,32.95,177,0
